Category,Order Date,Sales
Beverages,13-08-2017,800
"Eggs, Meat & Fish",13-08-2017,1462
Food Grains,13-08-2017,2449
Food Grains,13-08-2017,2397
Bakery,14-08-2017,1017
Snacks,14-08-2017,2000
Fruits & Veggies,14-08-2017,770
Fruits & Veggies,14-08-2017,1932
Bakery,14-08-2017,2468
Food Grains,14-08-2017,1604
Food Grains,15-08-2017,1932
Oil & Masala,15-08-2017,647
Fruits & Veggies,15-08-2017,623
Beverages,15-08-2017,2402
Snacks,15-08-2017,1257
Food Grains,15-08-2017,1547
Bakery,15-08-2017,926
Oil & Masala,15-08-2017,803
Beverages,15-08-2017,528
"Eggs, Meat & Fish",15-08-2017,522
"Eggs, Meat & Fish",16-08-2017,1844
Snacks,16-08-2017,795
Fruits & Veggies,16-08-2017,2363
Food Grains,17-08-2017,1680
Bakery,18-08-2017,1163
Fruits & Veggies,18-08-2017,1274
"Eggs, Meat & Fish",18-08-2017,1980
Fruits & Veggies,18-08-2017,1610
Food Grains,18-08-2017,1956
Food Grains,18-08-2017,2460
Bakery,19-08-2017,993
"Eggs, Meat & Fish",19-08-2017,527
"Eggs, Meat & Fish",19-08-2017,1081
"Eggs, Meat & Fish",20-08-2017,941
Oil & Masala,21-08-2017,1255
Fruits & Veggies,21-08-2017,719
"Eggs, Meat & Fish",21-08-2017,779
Food Grains,21-08-2017,1937
Oil & Masala,21-08-2017,1790
Bakery,21-08-2017,900
Snacks,21-08-2017,731
Fruits & Veggies,21-08-2017,2440
Snacks,21-08-2017,1902
Snacks,21-08-2017,597
"Eggs, Meat & Fish",21-08-2017,771
Bakery,21-08-2017,1308
Snacks,22-08-2017,1689
Snacks,22-08-2017,1301
Snacks,22-08-2017,1028
Bakery,22-08-2017,1703
"Eggs, Meat & Fish",22-08-2017,742
Fruits & Veggies,22-08-2017,1924
Food Grains,22-08-2017,1630
Food Grains,22-08-2017,1974
Food Grains,23-08-2017,1448
"Eggs, Meat & Fish",23-08-2017,2191
Food Grains,23-08-2017,2010
Food Grains,23-08-2017,1880
Fruits & Veggies,23-08-2017,839
"Eggs, Meat & Fish",23-08-2017,1764
Oil & Masala,23-08-2017,1444
"Eggs, Meat & Fish",23-08-2017,1805
Bakery,23-08-2017,1164
Bakery,23-08-2017,1252
Food Grains,23-08-2017,2109
Snacks,23-08-2017,513
"Eggs, Meat & Fish",23-08-2017,1311
"Eggs, Meat & Fish",23-08-2017,1434
"Eggs, Meat & Fish",23-08-2017,902
Food Grains,23-08-2017,1565
Bakery,26-08-2017,2297
Oil & Masala,26-08-2017,1869
Fruits & Veggies,26-08-2017,1707
Beverages,26-08-2017,1534
Beverages,26-08-2017,2191
Beverages,26-08-2017,1025
Oil & Masala,26-08-2017,2292
"Eggs, Meat & Fish",26-08-2017,1053
Fruits & Veggies,26-08-2017,1193
Beverages,26-08-2017,1838
"Eggs, Meat & Fish",26-08-2017,2189
Beverages,26-08-2017,681
Snacks,26-08-2017,2428
Oil & Masala,26-08-2017,1747
Fruits & Veggies,26-08-2017,653
Beverages,26-08-2017,2008
Oil & Masala,26-08-2017,1747
Beverages,26-08-2017,2005
"Eggs, Meat & Fish",26-08-2017,964
Beverages,26-08-2017,995
"Eggs, Meat & Fish",27-08-2017,797
Fruits & Veggies,27-08-2017,1537
Oil & Masala,27-08-2017,1903
Food Grains,27-08-2017,1454
Fruits & Veggies,27-08-2017,1211
Beverages,27-08-2017,2413
Fruits & Veggies,27-08-2017,685
Bakery,27-08-2017,550
Beverages,27-08-2017,1499
"Eggs, Meat & Fish",27-08-2017,1194
Bakery,27-08-2017,2351
Beverages,27-08-2017,623
Food Grains,27-08-2017,700
Snacks,28-08-2017,2081
Oil & Masala,28-08-2017,611
Snacks,28-08-2017,2434
Fruits & Veggies,28-08-2017,969
Fruits & Veggies,28-08-2017,2305
Fruits & Veggies,28-08-2017,1425
Oil & Masala,29-08-2017,2010
Bakery,29-08-2017,2118
"Eggs, Meat & Fish",29-08-2017,648
Beverages,29-08-2017,1989
"Eggs, Meat & Fish",29-08-2017,762
Beverages,29-08-2017,1527
Food Grains,29-08-2017,1158
Oil & Masala,29-08-2017,1475
"Eggs, Meat & Fish",29-08-2017,1395
Beverages,30-08-2017,1534
Snacks,30-08-2017,1241
Beverages,30-08-2017,1583
Snacks,30-08-2017,2133
Beverages,30-08-2017,590
Fruits & Veggies,30-08-2017,945
Fruits & Veggies,30-08-2017,1402
Food Grains,31-08-2017,1937
Snacks,01-09-2017,1320
Fruits & Veggies,01-09-2017,2014
Bakery,01-09-2017,645
Fruits & Veggies,01-09-2017,1014
Beverages,01-09-2017,532
Fruits & Veggies,01-09-2017,783
Fruits & Veggies,01-09-2017,1494
Beverages,01-09-2017,1244
Food Grains,01-09-2017,978
Food Grains,01-09-2017,1249
Food Grains,01-09-2017,2194
Bakery,01-09-2017,2319
Bakery,01-09-2017,2433
Fruits & Veggies,01-09-2017,1098
Fruits & Veggies,01-09-2017,1599
Fruits & Veggies,01-09-2017,2435
Snacks,01-09-2017,2394
Beverages,01-09-2017,947
Bakery,01-09-2017,1584
"Eggs, Meat & Fish",01-09-2017,671
Food Grains,02-09-2017,548
Oil & Masala,02-09-2017,1950
"Eggs, Meat & Fish",02-09-2017,2369
Bakery,02-09-2017,2470
Snacks,02-09-2017,2235
Bakery,02-09-2017,1806
Beverages,02-09-2017,2069
Oil & Masala,02-09-2017,2194
Fruits & Veggies,02-09-2017,1491
Food Grains,02-09-2017,1621
Oil & Masala,02-09-2017,706
Beverages,02-09-2017,2186
Snacks,02-09-2017,882
Oil & Masala,02-09-2017,1644
Bakery,02-09-2017,955
Beverages,02-09-2017,1970
Bakery,02-09-2017,1365
Beverages,02-09-2017,1377
Oil & Masala,02-09-2017,2448
Snacks,02-09-2017,620
"Eggs, Meat & Fish",02-09-2017,2284
"Eggs, Meat & Fish",02-09-2017,2479
Bakery,02-09-2017,2181
Food Grains,02-09-2017,1095
"Eggs, Meat & Fish",02-09-2017,1684
Food Grains,02-09-2017,1817
Food Grains,03-09-2017,898
Snacks,03-09-2017,927
Beverages,03-09-2017,788
Bakery,03-09-2017,2304
Snacks,03-09-2017,615
Snacks,03-09-2017,1286
Snacks,03-09-2017,929
Food Grains,03-09-2017,1598
Snacks,03-09-2017,1960
Bakery,03-09-2017,1852
Bakery,03-09-2017,2417
Fruits & Veggies,03-09-2017,1706
Fruits & Veggies,03-09-2017,2080
Fruits & Veggies,04-09-2017,1413
Bakery,04-09-2017,1363
Fruits & Veggies,04-09-2017,1859
"Eggs, Meat & Fish",04-09-2017,1896
Bakery,04-09-2017,2491
Bakery,04-09-2017,1426
Snacks,04-09-2017,1480
Oil & Masala,04-09-2017,1532
Oil & Masala,04-09-2017,861
Snacks,04-09-2017,1639
"Eggs, Meat & Fish",04-09-2017,1540
Fruits & Veggies,04-09-2017,1893
Oil & Masala,04-09-2017,1111
Bakery,04-09-2017,765
Food Grains,04-09-2017,939
Bakery,04-09-2017,583
Oil & Masala,04-09-2017,2264
Snacks,04-09-2017,1857
Food Grains,05-09-2017,506
Food Grains,05-09-2017,1648
Oil & Masala,05-09-2017,2435
Snacks,05-09-2017,1579
"Eggs, Meat & Fish",05-09-2017,1160
Snacks,05-09-2017,1216
"Eggs, Meat & Fish",05-09-2017,686
Snacks,05-09-2017,1375
"Eggs, Meat & Fish",05-09-2017,960
Bakery,05-09-2017,733
Bakery,05-09-2017,859
"Eggs, Meat & Fish",05-09-2017,2303
Food Grains,05-09-2017,1040
Food Grains,05-09-2017,1647
"Eggs, Meat & Fish",05-09-2017,618
"Eggs, Meat & Fish",05-09-2017,1657
Food Grains,05-09-2017,1254
Food Grains,05-09-2017,1273
Snacks,05-09-2017,1220
Beverages,05-09-2017,1556
Fruits & Veggies,05-09-2017,2306
Oil & Masala,05-09-2017,1126
Fruits & Veggies,05-09-2017,620
Snacks,05-09-2017,2056
Bakery,05-09-2017,866
Fruits & Veggies,05-09-2017,1559
Oil & Masala,05-09-2017,573
Beverages,05-09-2017,2140
"Eggs, Meat & Fish",05-09-2017,2453
Oil & Masala,05-09-2017,580
Snacks,05-09-2017,707
Snacks,05-09-2017,2164
Beverages,05-09-2017,1457
Food Grains,05-09-2017,1451
Snacks,05-09-2017,2019
Beverages,05-09-2017,1391
Fruits & Veggies,05-09-2017,2122
Bakery,05-09-2017,2246
Oil & Masala,06-09-2017,1317
Bakery,06-09-2017,978
Snacks,06-09-2017,1150
Beverages,06-09-2017,2032
Beverages,06-09-2017,1510
Snacks,06-09-2017,2301
Snacks,06-09-2017,915
Food Grains,06-09-2017,525
Oil & Masala,08-09-2017,979
"Eggs, Meat & Fish",08-09-2017,879
"Eggs, Meat & Fish",08-09-2017,1477
Beverages,08-09-2017,532
Oil & Masala,08-09-2017,1810
Beverages,08-09-2017,1519
Oil & Masala,08-09-2017,504
Bakery,08-09-2017,1042
Snacks,08-09-2017,505
Beverages,08-09-2017,1021
Fruits & Veggies,08-09-2017,2210
Fruits & Veggies,08-09-2017,1851
Fruits & Veggies,08-09-2017,1709
Bakery,08-09-2017,2386
Bakery,08-09-2017,1147
"Eggs, Meat & Fish",08-09-2017,650
Food Grains,08-09-2017,2267
Snacks,08-09-2017,2472
Snacks,08-09-2017,873
Fruits & Veggies,08-09-2017,1174
Beverages,08-09-2017,2354
Food Grains,09-09-2017,1612
Beverages,09-09-2017,1225
"Eggs, Meat & Fish",09-09-2017,1146
"Eggs, Meat & Fish",10-09-2017,777
Bakery,10-09-2017,1944
Snacks,10-09-2017,781
Bakery,10-09-2017,976
"Eggs, Meat & Fish",10-09-2017,1519
Oil & Masala,10-09-2017,1536
Bakery,10-09-2017,1928
Oil & Masala,10-09-2017,2398
Bakery,10-09-2017,885
Snacks,10-09-2017,1641
Bakery,10-09-2017,1541
Fruits & Veggies,11-09-2017,1000
Food Grains,11-09-2017,1639
"Eggs, Meat & Fish",11-09-2017,1266
Oil & Masala,11-09-2017,1561
Food Grains,11-09-2017,1484
Snacks,11-09-2017,1138
Beverages,11-09-2017,531
Beverages,11-09-2017,1474
Snacks,11-09-2017,1126
Beverages,11-09-2017,885
Oil & Masala,11-09-2017,1929
Food Grains,11-09-2017,2283
Snacks,11-09-2017,2070
"Eggs, Meat & Fish",11-09-2017,1760
"Eggs, Meat & Fish",11-09-2017,931
Beverages,11-09-2017,1101
Food Grains,11-09-2017,2227
Bakery,12-09-2017,907
Snacks,12-09-2017,1371
Fruits & Veggies,12-09-2017,2205
Beverages,12-09-2017,2211
Beverages,12-09-2017,2433
Snacks,12-09-2017,2417
Food Grains,12-09-2017,918
Beverages,12-09-2017,1129
"Eggs, Meat & Fish",12-09-2017,2087
Snacks,12-09-2017,1401
Oil & Masala,12-09-2017,678
Bakery,12-09-2017,2046
"Eggs, Meat & Fish",12-09-2017,1186
Oil & Masala,12-09-2017,1772
Food Grains,12-09-2017,1697
Food Grains,13-09-2017,1477
Oil & Masala,13-09-2017,1405
Oil & Masala,13-09-2017,1350
Beverages,13-09-2017,1576
Bakery,13-09-2017,693
Beverages,13-09-2017,1464
Food Grains,13-09-2017,2033
"Eggs, Meat & Fish",13-09-2017,1936
"Eggs, Meat & Fish",13-09-2017,1615
Oil & Masala,13-09-2017,2081
Oil & Masala,14-09-2017,1214
Fruits & Veggies,14-09-2017,1031
Bakery,14-09-2017,643
Oil & Masala,15-09-2017,794
Fruits & Veggies,15-09-2017,1344
Fruits & Veggies,15-09-2017,1011
Food Grains,15-09-2017,1967
Beverages,15-09-2017,2031
Beverages,15-09-2017,1504
Snacks,15-09-2017,1482
Oil & Masala,16-09-2017,1966
Food Grains,16-09-2017,1808
Oil & Masala,16-09-2017,918
Fruits & Veggies,16-09-2017,763
"Eggs, Meat & Fish",17-09-2017,1569
Oil & Masala,17-09-2017,2132
Oil & Masala,17-09-2017,2296
Food Grains,17-09-2017,2469
Snacks,17-09-2017,1746
Fruits & Veggies,17-09-2017,1213
"Eggs, Meat & Fish",17-09-2017,1139
Food Grains,17-09-2017,1878
Fruits & Veggies,17-09-2017,1720
Bakery,17-09-2017,2496
Oil & Masala,17-09-2017,2269
Snacks,17-09-2017,2369
Beverages,17-09-2017,1241
"Eggs, Meat & Fish",17-09-2017,769
Oil & Masala,18-09-2017,575
Beverages,18-09-2017,1655
Snacks,18-09-2017,1987
Bakery,18-09-2017,639
"Eggs, Meat & Fish",18-09-2017,994
Snacks,18-09-2017,2439
Bakery,18-09-2017,1269
Oil & Masala,18-09-2017,1360
Fruits & Veggies,18-09-2017,1320
Fruits & Veggies,18-09-2017,619
Snacks,18-09-2017,2207
Fruits & Veggies,18-09-2017,1602
Snacks,18-09-2017,650
Snacks,18-09-2017,1474
Oil & Masala,18-09-2017,2063
Beverages,19-09-2017,1972
Beverages,19-09-2017,1524
Bakery,19-09-2017,677
"Eggs, Meat & Fish",19-09-2017,949
Fruits & Veggies,19-09-2017,1003
"Eggs, Meat & Fish",19-09-2017,795
Snacks,19-09-2017,1125
Oil & Masala,19-09-2017,894
Bakery,19-09-2017,898
Fruits & Veggies,19-09-2017,1961
Oil & Masala,19-09-2017,1797
Fruits & Veggies,19-09-2017,773
Food Grains,19-09-2017,1712
Bakery,19-09-2017,1758
Oil & Masala,19-09-2017,1645
Bakery,19-09-2017,1920
"Eggs, Meat & Fish",20-09-2017,654
"Eggs, Meat & Fish",20-09-2017,1142
Fruits & Veggies,20-09-2017,903
Food Grains,20-09-2017,1638
"Eggs, Meat & Fish",20-09-2017,1105
Food Grains,20-09-2017,1791
"Eggs, Meat & Fish",20-09-2017,1128
Fruits & Veggies,20-09-2017,2492
Food Grains,20-09-2017,2410
Beverages,20-09-2017,2234
Beverages,22-09-2017,1727
Bakery,22-09-2017,2007
Food Grains,22-09-2017,2490
Beverages,22-09-2017,1747
Bakery,22-09-2017,2274
Oil & Masala,22-09-2017,2122
Snacks,22-09-2017,963
Oil & Masala,22-09-2017,1151
Food Grains,22-09-2017,531
Snacks,22-09-2017,1592
Snacks,22-09-2017,2126
"Eggs, Meat & Fish",22-09-2017,2270
Snacks,22-09-2017,1783
Snacks,22-09-2017,1835
"Eggs, Meat & Fish",23-09-2017,811
Oil & Masala,23-09-2017,1660
Oil & Masala,23-09-2017,1852
Bakery,23-09-2017,2023
Beverages,23-09-2017,1553
Food Grains,23-09-2017,1009
Oil & Masala,23-09-2017,1826
Snacks,23-09-2017,1369
Beverages,23-09-2017,2393
Bakery,23-09-2017,2089
Food Grains,23-09-2017,1398
Snacks,23-09-2017,1422
Food Grains,23-09-2017,544
Food Grains,24-09-2017,1624
Bakery,24-09-2017,1724
"Eggs, Meat & Fish",24-09-2017,1563
Fruits & Veggies,24-09-2017,1037
Food Grains,24-09-2017,1460
Food Grains,24-09-2017,2108
"Eggs, Meat & Fish",24-09-2017,553
Fruits & Veggies,24-09-2017,2425
Snacks,24-09-2017,1263
Snacks,24-09-2017,2168
Food Grains,24-09-2017,1752
Oil & Masala,24-09-2017,568
"Eggs, Meat & Fish",25-09-2017,1485
Food Grains,25-09-2017,2050
"Eggs, Meat & Fish",25-09-2017,2446
Fruits & Veggies,25-09-2017,1369
Food Grains,25-09-2017,2470
Food Grains,25-09-2017,1899
Snacks,25-09-2017,737
Oil & Masala,25-09-2017,1137
"Eggs, Meat & Fish",25-09-2017,1429
"Eggs, Meat & Fish",25-09-2017,2266
Beverages,25-09-2017,1017
Food Grains,25-09-2017,1982
Fruits & Veggies,25-09-2017,563
Beverages,25-09-2017,958
Snacks,25-09-2017,1332
Food Grains,25-09-2017,1782
Beverages,25-09-2017,1016
Fruits & Veggies,25-09-2017,2031
Food Grains,25-09-2017,2103
Beverages,25-09-2017,1714
Bakery,26-09-2017,2216
Snacks,26-09-2017,1808
Fruits & Veggies,26-09-2017,703
"Eggs, Meat & Fish",26-09-2017,1396
Beverages,26-09-2017,1316
Food Grains,26-09-2017,1542
"Eggs, Meat & Fish",26-09-2017,750
Beverages,26-09-2017,1693
Oil & Masala,26-09-2017,714
Beverages,26-09-2017,734
Food Grains,26-09-2017,2459
"Eggs, Meat & Fish",26-09-2017,2411
"Eggs, Meat & Fish",26-09-2017,613
Beverages,26-09-2017,1159
Fruits & Veggies,26-09-2017,1358
Beverages,26-09-2017,1465
Food Grains,26-09-2017,1301
Food Grains,27-09-2017,1759
Bakery,27-09-2017,2081
Food Grains,27-09-2017,690
"Eggs, Meat & Fish",27-09-2017,1987
Beverages,27-09-2017,2172
Snacks,28-09-2017,2091
Food Grains,29-09-2017,2332
Food Grains,29-09-2017,849
Beverages,29-09-2017,1298
Snacks,29-09-2017,1364
Beverages,29-09-2017,1677
Snacks,29-09-2017,1798
Fruits & Veggies,29-09-2017,1956
Snacks,29-09-2017,2173
"Eggs, Meat & Fish",29-09-2017,1670
Snacks,29-09-2017,522
Fruits & Veggies,30-09-2017,826
Fruits & Veggies,30-09-2017,1995
Fruits & Veggies,01-10-2017,732
Oil & Masala,01-10-2017,734
Bakery,01-10-2017,2223
Food Grains,01-10-2017,1216
Snacks,01-10-2017,2139
Beverages,01-10-2017,1463
Oil & Masala,01-10-2017,662
Oil & Masala,01-10-2017,2108
Food Grains,02-10-2017,651
Bakery,02-10-2017,742
Oil & Masala,02-10-2017,2023
Oil & Masala,02-10-2017,2378
"Eggs, Meat & Fish",02-10-2017,1931
Oil & Masala,02-10-2017,1203
Oil & Masala,02-10-2017,2077
Snacks,03-10-2017,618
Food Grains,03-10-2017,2263
Oil & Masala,03-10-2017,1274
Food Grains,03-10-2017,1604
Food Grains,03-10-2017,2208
Oil & Masala,03-10-2017,1784
Beverages,03-10-2017,2278
Snacks,04-10-2017,1059
Beverages,04-10-2017,519
Fruits & Veggies,04-10-2017,2308
"Eggs, Meat & Fish",04-10-2017,1319
Snacks,04-10-2017,1694
"Eggs, Meat & Fish",04-10-2017,1747
Snacks,04-10-2017,1444
Oil & Masala,06-10-2017,650
Beverages,06-10-2017,1730
Oil & Masala,06-10-2017,1213
Bakery,06-10-2017,2079
Oil & Masala,06-10-2017,1562
"Eggs, Meat & Fish",07-10-2017,691
Food Grains,07-10-2017,1252
Beverages,07-10-2017,2173
Food Grains,07-10-2017,1073
"Eggs, Meat & Fish",07-10-2017,799
Food Grains,08-10-2017,696
Beverages,08-10-2017,1888
"Eggs, Meat & Fish",08-10-2017,677
Fruits & Veggies,08-10-2017,1044
Food Grains,09-10-2017,846
Bakery,09-10-2017,583
Fruits & Veggies,09-10-2017,1447
Food Grains,09-10-2017,2071
Snacks,09-10-2017,2155
Bakery,10-10-2017,1981
Snacks,10-10-2017,2117
Oil & Masala,10-10-2017,2078
Fruits & Veggies,10-10-2017,1466
Fruits & Veggies,10-10-2017,1266
Beverages,10-10-2017,1539
Oil & Masala,10-10-2017,2114
Beverages,11-10-2017,1189
Oil & Masala,11-10-2017,1559
Fruits & Veggies,13-10-2017,1430
Oil & Masala,13-10-2017,1873
Oil & Masala,13-10-2017,2099
Snacks,13-10-2017,2310
Food Grains,13-10-2017,2044
Food Grains,13-10-2017,2471
"Eggs, Meat & Fish",13-10-2017,867
Snacks,13-10-2017,1101
"Eggs, Meat & Fish",13-10-2017,1088
Snacks,13-10-2017,1693
Bakery,13-10-2017,1905
Food Grains,13-10-2017,1632
Food Grains,13-10-2017,2315
"Eggs, Meat & Fish",13-10-2017,2323
Beverages,13-10-2017,2373
Fruits & Veggies,13-10-2017,1011
"Eggs, Meat & Fish",13-10-2017,2364
Bakery,13-10-2017,1658
Oil & Masala,13-10-2017,2231
Food Grains,14-10-2017,609
Beverages,14-10-2017,1279
Food Grains,14-10-2017,1550
Oil & Masala,14-10-2017,630
Food Grains,14-10-2017,798
Food Grains,14-10-2017,890
"Eggs, Meat & Fish",14-10-2017,2463
Food Grains,14-10-2017,2493
"Eggs, Meat & Fish",14-10-2017,626
Oil & Masala,14-10-2017,2132
Food Grains,15-10-2017,2064
Bakery,15-10-2017,1055
Bakery,15-10-2017,2141
Oil & Masala,15-10-2017,1858
Bakery,15-10-2017,747
"Eggs, Meat & Fish",15-10-2017,2000
Fruits & Veggies,15-10-2017,896
"Eggs, Meat & Fish",15-10-2017,2344
Snacks,15-10-2017,2178
Beverages,15-10-2017,1989
Oil & Masala,15-10-2017,1259
Bakery,15-10-2017,1831
"Eggs, Meat & Fish",15-10-2017,1995
Bakery,16-10-2017,1504
Food Grains,17-10-2017,1052
Bakery,17-10-2017,1634
Oil & Masala,17-10-2017,1739
Food Grains,17-10-2017,867
Snacks,17-10-2017,1177
"Eggs, Meat & Fish",17-10-2017,1236
"Eggs, Meat & Fish",18-10-2017,1171
Bakery,20-10-2017,2262
Beverages,20-10-2017,2443
Fruits & Veggies,20-10-2017,651
Snacks,20-10-2017,1916
Bakery,20-10-2017,1070
Fruits & Veggies,20-10-2017,1138
Snacks,20-10-2017,2229
"Eggs, Meat & Fish",20-10-2017,1224
Food Grains,20-10-2017,2108
Beverages,20-10-2017,2114
"Eggs, Meat & Fish",21-10-2017,1474
Snacks,21-10-2017,1923
Food Grains,21-10-2017,876
Bakery,21-10-2017,2415
Beverages,21-10-2017,1793
"Eggs, Meat & Fish",21-10-2017,2439
Snacks,21-10-2017,595
Snacks,21-10-2017,1285
Beverages,21-10-2017,762
Food Grains,21-10-2017,770
Bakery,21-10-2017,813
Oil & Masala,21-10-2017,1725
Beverages,21-10-2017,2181
Snacks,21-10-2017,913
"Eggs, Meat & Fish",21-10-2017,1074
Fruits & Veggies,21-10-2017,2062
Food Grains,21-10-2017,2448
Oil & Masala,21-10-2017,2284
Fruits & Veggies,21-10-2017,2051
Snacks,21-10-2017,1256
Snacks,21-10-2017,964
Bakery,22-10-2017,805
Beverages,22-10-2017,1474
Fruits & Veggies,22-10-2017,2172
Snacks,22-10-2017,2292
Beverages,22-10-2017,1911
Beverages,23-10-2017,1937
"Eggs, Meat & Fish",23-10-2017,1051
Fruits & Veggies,23-10-2017,861
Oil & Masala,23-10-2017,940
Beverages,24-10-2017,2348
Beverages,24-10-2017,900
Snacks,24-10-2017,1440
Oil & Masala,24-10-2017,2386
Snacks,24-10-2017,1411
Beverages,24-10-2017,2283
Snacks,25-10-2017,545
"Eggs, Meat & Fish",27-10-2017,739
Beverages,27-10-2017,1508
Food Grains,27-10-2017,2011
Beverages,27-10-2017,2162
Oil & Masala,27-10-2017,2227
Food Grains,27-10-2017,1544
Fruits & Veggies,27-10-2017,748
Fruits & Veggies,27-10-2017,1942
Beverages,27-10-2017,1936
Fruits & Veggies,28-10-2017,1905
Bakery,28-10-2017,1770
Food Grains,28-10-2017,1019
Oil & Masala,28-10-2017,1754
Oil & Masala,28-10-2017,1727
"Eggs, Meat & Fish",28-10-2017,1051
Snacks,28-10-2017,613
Bakery,28-10-2017,1879
Bakery,28-10-2017,1554
Snacks,28-10-2017,759
Fruits & Veggies,28-10-2017,2368
Food Grains,28-10-2017,2261
Oil & Masala,28-10-2017,1949
"Eggs, Meat & Fish",28-10-2017,1793
Oil & Masala,28-10-2017,1359
Beverages,28-10-2017,1817
Bakery,28-10-2017,644
Snacks,29-10-2017,1586
"Eggs, Meat & Fish",29-10-2017,2198
"Eggs, Meat & Fish",29-10-2017,2244
Fruits & Veggies,29-10-2017,1382
Oil & Masala,30-10-2017,2416
Snacks,30-10-2017,618
Beverages,30-10-2017,1456
"Eggs, Meat & Fish",30-10-2017,2385
"Eggs, Meat & Fish",31-10-2017,1942
Oil & Masala,31-10-2017,1800
Fruits & Veggies,31-10-2017,843
Beverages,31-10-2017,1739
Snacks,31-10-2017,1826
"Eggs, Meat & Fish",31-10-2017,1813
Food Grains,31-10-2017,1132
Bakery,31-10-2017,2259
Food Grains,01-11-2017,985
Fruits & Veggies,01-11-2017,1249
Food Grains,01-11-2017,741
Fruits & Veggies,01-11-2017,671
Oil & Masala,03-11-2017,558
Oil & Masala,03-11-2017,799
Food Grains,03-11-2017,1406
Oil & Masala,03-11-2017,713
Beverages,03-11-2017,1559
Beverages,03-11-2017,1841
Fruits & Veggies,03-11-2017,1389
Snacks,03-11-2017,1797
Beverages,03-11-2017,1957
Food Grains,03-11-2017,1720
"Eggs, Meat & Fish",03-11-2017,2432
Food Grains,03-11-2017,1880
Food Grains,03-11-2017,2171
Oil & Masala,03-11-2017,1934
Snacks,03-11-2017,1271
Food Grains,03-11-2017,1763
Snacks,03-11-2017,2142
"Eggs, Meat & Fish",03-11-2017,2017
Beverages,03-11-2017,1021
Bakery,03-11-2017,2220
Oil & Masala,03-11-2017,2425
Food Grains,03-11-2017,1656
Oil & Masala,03-11-2017,2155
Bakery,03-11-2017,691
Bakery,04-11-2017,1344
Beverages,04-11-2017,2039
Oil & Masala,04-11-2017,1137
Bakery,04-11-2017,2313
Snacks,04-11-2017,1054
Fruits & Veggies,04-11-2017,2482
Oil & Masala,04-11-2017,1430
Bakery,04-11-2017,2357
Oil & Masala,04-11-2017,1100
Bakery,04-11-2017,1485
Fruits & Veggies,04-11-2017,1254
Bakery,04-11-2017,1377
Snacks,04-11-2017,1137
Beverages,04-11-2017,1070
Oil & Masala,04-11-2017,1787
Oil & Masala,04-11-2017,2062
Snacks,04-11-2017,767
Fruits & Veggies,04-11-2017,1836
Oil & Masala,04-11-2017,2098
Bakery,04-11-2017,1449
Snacks,05-11-2017,2075
Oil & Masala,05-11-2017,2114
Oil & Masala,05-11-2017,1439
Oil & Masala,05-11-2017,1495
Food Grains,05-11-2017,527
"Eggs, Meat & Fish",05-11-2017,1132
Oil & Masala,05-11-2017,965
Beverages,05-11-2017,2038
Bakery,05-11-2017,1069
Beverages,05-11-2017,985
Food Grains,05-11-2017,1230
"Eggs, Meat & Fish",05-11-2017,598
Beverages,05-11-2017,1354
Beverages,05-11-2017,1032
Beverages,05-11-2017,2014
Beverages,05-11-2017,1614
Oil & Masala,05-11-2017,1182
"Eggs, Meat & Fish",05-11-2017,871
Fruits & Veggies,05-11-2017,1899
Fruits & Veggies,06-11-2017,1460
Oil & Masala,06-11-2017,1325
Bakery,06-11-2017,1943
Food Grains,06-11-2017,1458
Food Grains,06-11-2017,2091
Food Grains,06-11-2017,1311
Food Grains,06-11-2017,1801
Snacks,07-11-2017,2023
"Eggs, Meat & Fish",07-11-2017,1948
Snacks,07-11-2017,2021
Oil & Masala,07-11-2017,1259
"Eggs, Meat & Fish",07-11-2017,1347
Beverages,07-11-2017,656
Fruits & Veggies,07-11-2017,795
"Eggs, Meat & Fish",07-11-2017,1646
Beverages,07-11-2017,2008
Beverages,07-11-2017,2280
Food Grains,07-11-2017,2386
Snacks,07-11-2017,1516
Beverages,07-11-2017,851
Bakery,07-11-2017,1037
"Eggs, Meat & Fish",07-11-2017,680
Oil & Masala,07-11-2017,1026
Bakery,07-11-2017,636
Fruits & Veggies,07-11-2017,2454
Beverages,07-11-2017,556
Beverages,08-11-2017,749
Oil & Masala,08-11-2017,1254
Food Grains,09-11-2017,1082
Bakery,10-11-2017,828
Oil & Masala,10-11-2017,2121
Snacks,10-11-2017,2361
Snacks,10-11-2017,1557
Bakery,10-11-2017,701
Beverages,10-11-2017,693
Fruits & Veggies,10-11-2017,979
Oil & Masala,10-11-2017,1987
Oil & Masala,10-11-2017,2280
Oil & Masala,10-11-2017,1956
Bakery,10-11-2017,2052
Oil & Masala,10-11-2017,2048
Bakery,10-11-2017,856
"Eggs, Meat & Fish",10-11-2017,2171
Oil & Masala,10-11-2017,1778
Food Grains,10-11-2017,783
"Eggs, Meat & Fish",10-11-2017,1884
Oil & Masala,10-11-2017,2325
Beverages,10-11-2017,588
Food Grains,10-11-2017,1935
"Eggs, Meat & Fish",10-11-2017,1339
Bakery,10-11-2017,1145
Bakery,10-11-2017,1731
Fruits & Veggies,10-11-2017,520
Oil & Masala,10-11-2017,729
"Eggs, Meat & Fish",10-11-2017,1847
Food Grains,10-11-2017,1960
